,Missed Count,Request Number,Date Opened,Request,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y,fees
147,2,33510,12/14/17,Trash - Curbside/Alley Missed Pickup,missed trash pick up,416 shoreline cir,37013.0,RED RIVER,4310,33.0,1795545.77935441,626962.10651379,200
148,2,33518,12/14/17,Trash - Curbside/Alley Missed Pickup,missed pick up - everyone picked up around them,1509 ferguson ave,37212.0,METRO,9402,18.0,1734266.72060236,650939.585486071,200
149,4,33620,12/15/17,Trash - Curbside/Alley Missed Pickup,Missed others missed in area,2019 beech ave b,37204.0,METRO,9401,17.0,1737916.82947988,655806.175709279,600
150,4,33642,12/15/17,Trash - Curbside/Alley Missed Pickup,cart is being missed once a month and need to get on route,5116 edmondson pike,37211.0,RED RIVER,3401,27.0,1750490.56322178,631692.002087762,600
151,2,33653,12/15/17,Trash - Curbside/Alley Missed Pickup,missed trash,1412 harding pl,37215.0,RED RIVER,3303,25.0,1728693.76704516,640597.602403822,200
152,12,33662,12/15/17,Trash - Curbside/Alley Missed Pickup,Trash repeatedly not collected due to alley being blocked by adjacent construction crew.,15 hermitage ave,37210.0,WASTE IND,4507,19.0,1741257.87409158,664665.162430791,2200
153,2,33720,12/15/17,Trash - Curbside/Alley Missed Pickup,missed,941 giant oak dr,37217.0,RED RIVER,1401,16.0,1754805.91485152,653494.182462699,200
154,2,33773,12/15/17,Trash - Curbside/Alley Missed Pickup,Missed.,4813 trappers rdg,37013.0,RED RIVER,4501,28.0,1770958.56372088,633424.802866416,200
155,5,33779,12/15/17,Trash - Curbside/Alley Missed Pickup,Missed pickup,5550 mt view rd,37013.0,RED RIVER,4504,32.0,1780680.16447547,622557.60189448,800
156,12,33878,12/18/17,Trash - Curbside/Alley Missed Pickup,MISSED 6154802891,15 hermitage ave,37210.0,WASTE IND,4507,19.0,1741257.87409158,664665.162430791,2200
157,2,33992,12/18/17,Trash - Curbside/Alley Missed Pickup,missed pick up,1210 boscobel st,37206.0,RED RIVER,1507,6.0,1747662.64626192,670105.958680215,200
158,2,34017,12/18/17,Trash - Curbside/Alley Missed Pickup,missed cart sets on martha,929 cahal ave,37206.0,METRO,9503,5.0,1748386.96485363,679412.400071949,200
159,2,34019,12/18/17,Trash - Curbside/Alley Missed Pickup,Missed.,2944 walnut crest dr,37013.0,RED RIVER,4503,29.0,1783518.5648618,632722.40100583,200
160,2,34514,12/20/17,Trash - Curbside/Alley Missed Pickup,Missed.,2808 natchez trce,37212.0,RED RIVER,2305,18.0,1728631.30098909,653164.976093871,200
161,2,34527,12/21/17,Trash - Curbside/Alley Missed Pickup,Trash not picked up 12/20,419 36th ave n b,37209.0,WASTE IND,3306,24.0,1724064.87165242,663828.47790876,200
162,3,34530,12/21/17,Trash - Curbside/Alley Missed Pickup,corner houses were missed 305 st james park,305 saint james park,37215.0,RED RIVER,3304S,34.0,1723396.28271184,646541.688270331,400
163,2,34532,12/21/17,Trash - Curbside/Alley Missed Pickup,"Alley trash miss again, dead end. Wednesday.",2628 albion st,37208.0,METRO,9303,21.0,1727201.98604606,667817.701293095,200
164,2,34537,12/21/17,Trash - Curbside/Alley Missed Pickup,missed entire street,914 huntington cir,37215.0,RED RIVER,3301,25.0,1726843.34200023,641085.381420097,200
165,2,34541,12/21/17,Trash - Curbside/Alley Missed Pickup,others missed in area,608 green park,37215.0,RED RIVER,3304S,34.0,1723819.88749636,645307.257364025,200
166,4,34581,12/21/17,Trash - Curbside/Alley Missed Pickup,missed several weeks,1800 hayes st,37203.0,METRO,9208,21.0,1733182.73326299,663736.101551735,600
167,2,34611,12/21/17,Trash - Curbside/Alley Missed Pickup,Our trash pickup was missed yesterday,414 37th ave n a,37209.0,WASTE IND,3306,24.0,1723849.56092244,663681.371038189,200
168,4,34633,12/21/17,Trash - Curbside/Alley Missed Pickup,missed trash pickup for the entire street,2000 ashwood ave,37212.0,METRO,9308,18.0,1732003.87186327,654678.823590363,600
169,2,34721,12/21/17,Trash - Curbside/Alley Missed Pickup,cust says the entire street was missed,914 huntington cir,37215.0,RED RIVER,3301,25.0,1726843.34200023,641085.381420097,200
170,2,34756,12/21/17,Trash - Curbside/Alley Missed Pickup,others missed in area,430 brewer dr,37211.0,RED RIVER,3401,27.0,1755985.78622163,627099.703807224,200
171,2,34758,12/21/17,Trash - Curbside/Alley Missed Pickup,Missed,1821 cedar ln,37212.0,METRO,9402,18.0,1732144.71173777,652072.464368071,200
172,2,34839,12/22/17,Trash - Curbside/Alley Missed Pickup,"Trash/miss Thursday ALLEY, all carts still out in alley full.",323 elberta st,37210.0,WASTE IND,4406,16.0,1747645.25029018,650737.939350148,200
173,4,34849,12/22/17,Trash - Curbside/Alley Missed Pickup,missed pick up,4014 indiana ave,37209.0,N/A,N/A,21.0,1721894.02672286,665001.652856415,600
174,2,34925,12/22/17,Trash - Curbside/Alley Missed Pickup,missed pickup,4648 dowdy dr,37013.0,RED RIVER,4501,28.0,1770594.73927949,632855.294022032,200
175,4,34932,12/22/17,Trash - Curbside/Alley Missed Pickup,Trash/miss alley {Friday's pick up},608 ash st,37203.0,WASTE IND,4507,19.0,1739676.33321591,662606.501347244,600
176,2,35004,12/26/17,Trash - Curbside/Alley Missed Pickup,"Missed my Trash Pick-up Due to Truck Driver Not Stopping
At this location. Watched them both drive by my containers recycle containner were emptied.",561 croley dr,37209.0,RED RIVER,4203,20.0,1710107.52981798,663566.50009701,200
177,4,35118,12/27/17,Trash - Curbside/Alley Missed Pickup,THIS IS A BUSINESS AND TRASH WAS NOT PICKED UP SENDING TO PW,608 ash st,37203.0,WASTE IND,4507,19.0,1739676.33321591,662606.501347244,600
178,3,35119,12/27/17,Trash - Curbside/Alley Missed Pickup,TRASH DIDNT GET PICKED UP ON FRIDAY,1754 sprucedale dr,37013.0,RED RIVER,4510,32.0,1787323.28742576,621089.287155837,400
179,2,35127,12/27/17,Trash - Curbside/Alley Missed Pickup,TRASH NOT PICKED UP,906 n 2nd st,37207.0,N/A,N/A,5.0,1740977.04657463,675937.775767771,200
180,5,35129,12/27/17,Trash - Curbside/Alley Missed Pickup,SKIPPED HOUSE FOR TRASH PICKUP SKIPPED HOUSE FOR TRASH PICKUP,5927 carl pl,37209.0,N/A,N/A,20.0,1714257.12961266,665898.501063878,800
181,5,35130,12/27/17,Trash - Curbside/Alley Missed Pickup,SKIPPED HOUSE FOR TRASH PICKUP SKIPPED HOUSE FOR TRASH PICKUP,5927 carl pl,37209.0,N/A,N/A,20.0,1714275.99278994,665906.138521832,800
182,3,35147,12/27/17,Trash - Curbside/Alley Missed Pickup,"Curb trash/miss last Friday, at the very end of the complex.",1754 sprucedale dr,37013.0,RED RIVER,4510,32.0,1787323.28742576,621089.287155837,400
183,2,35179,12/27/17,Trash - Curbside/Alley Missed Pickup,cart still out,906 n 2nd st,37207.0,METRO,9207,5.0,1740977.04657463,675937.775767771,200
184,3,35207,12/27/17,Trash - Curbside/Alley Missed Pickup,Curb trash miss for pickup Tuesday. Others as well still full.,2605 tiffany dr,37206.0,RED RIVER,1201,6.0,1758893.64348658,674417.683362474,400
185,3,35223,12/27/17,Trash - Curbside/Alley Missed Pickup,Curb Trash miss for pick up Tuesday. Also others.,904 bordeaux pl,37207.0,RED RIVER,3205,2.0,1728900.66935738,684552.340038372,400
186,3,35227,12/27/17,Trash - Curbside/Alley Missed Pickup,cart still out,904 bordeaux pl,37207.0,RED RIVER,3205,2.0,1728900.66935738,684552.340038372,400
187,5,35242,12/27/17,Trash - Curbside/Alley Missed Pickup,Missed.,5927 carl pl,37209.0,RED RIVER,4203,20.0,1714257.12961266,665898.501063878,800
188,3,35246,12/27/17,Trash - Curbside/Alley Missed Pickup,Missed. Entire street was missed.,1400 montgomery ave,37207.0,METRO,9203,5.0,1745477.34745072,678894.966952163,400
189,2,35262,12/27/17,Trash - Curbside/Alley Missed Pickup,missed pickup,4648 dowdy dr,37013.0,N/A,N/A,28.0,1770594.89003059,632853.677216936,200
190,3,35285,12/27/17,Trash - Curbside/Alley Missed Pickup,missed pick up - all 4 units,1400 montgomery ave,37207.0,METRO,9203,5.0,1745477.34745072,678894.966952163,400
191,2,35328,12/27/17,Trash - Curbside/Alley Missed Pickup,Trash was not picked up on 12/27. I've put my cart out in the alley. Can someone come pick it up?,5211 indiana ave b,37209.0,METRO,9306,20.0,1717205.50061925,664619.757605822,200
192,2,35361,12/27/17,Trash - Curbside/Alley Missed Pickup,cust says missed pickup,3321 curtis hill ct,37218.0,RED RIVER,4204,2.0,1723707.7907243,680764.221869589,200
193,2,35383,12/27/17,Trash - Curbside/Alley Missed Pickup,missed pick up,1931 church st,37203.0,METRO,9208,21.0,1732160.85827192,663434.172277629,200
194,5,35407,12/27/17,Trash - Curbside/Alley Missed Pickup,2nd time this month All 12 condos have been missed.,101 westover park ct,37215.0,RED RIVER,3305S,25.0,1729294.5069447,644214.387861541,800
195,5,35410,12/27/17,Trash - Curbside/Alley Missed Pickup,Missed .,101 westover park ct,37215.0,RED RIVER,3305S,25.0,1729294.5069447,644214.387861541,800
196,3,35419,12/28/17,Trash - Curbside/Alley Missed Pickup,Trash/miss for pickup Wednesday. Curb {no one was pickup},2405 crestmoor rd,37215.0,RED RIVER,3305,25.0,1726669.93147386,647771.296949599,400
197,2,35458,12/28/17,Trash - Curbside/Alley Missed Pickup,missed pickup,705 sweet cherry ct,37215.0,RED RIVER,3303,25.0,1727643.67278627,641724.227678035,200
198,8,35586,12/28/17,Trash - Curbside/Alley Missed Pickup,Missed trash. Has 2 trash carts and trash was missed across from 2404 Crestmoor Rd,2404 crestmoor rd,37215.0,RED RIVER,3305,25.0,1726566.38302303,647625.872024313,1400
199,2,35593,12/28/17,Trash - Curbside/Alley Missed Pickup,Missed.,1917 church st,37203.0,METRO,9208,21.0,1732296.33438077,663513.700926076,200
200,2,35606,12/28/17,Trash - Curbside/Alley Missed Pickup,missed pickup; nobody on that dead end street was picked up,118 westover park ct,37215.0,RED RIVER,3305S,25.0,1728946.58061579,644355.563406995,200
201,2,35611,12/28/17,Trash - Curbside/Alley Missed Pickup,"One side of the street missed for 333 Binkley Dr, 37211. Curb and carts still out.",333 binkley dr,37211.0,RED RIVER,4302,26.0,1749178.03849095,636569.36895109,200
202,2,35671,12/28/17,Trash - Curbside/Alley Missed Pickup,Missed.,5613 green apple ln,37027.0,RED RIVER,4401,4.0,1744492.33359226,618055.291709903,200
203,5,35908,12/29/17,Trash - Curbside/Alley Missed Pickup,wants trash picked up today before 4:30 wants spvr on phone now !,5550 mt view rd,37013.0,RED RIVER,4504,32.0,1780679.99865425,622560.741088043,800
204,2,35925,12/29/17,Trash - Curbside/Alley Missed Pickup,cust says trash was missed,802 newhall dr,37206.0,RED RIVER,1201,6.0,1754890.61952723,673352.165386194,200
205,5,36136,01/02/18,Trash - Curbside/Alley Missed Pickup,ALL CARTS ON ALLEY STILL FULL,1425 shelby ave,37206.0,METRO,9508,6.0,1748449.45741956,669717.656135816,800
206,3,36199,01/02/18,Trash - Curbside/Alley Missed Pickup,Trash missed. Trash is continually missed the past couple weeks. Neighbors also missed,1754 sprucedale dr,37013.0,RED RIVER,4510,32.0,1787322.8491841,621087.739394214,400
207,2,36442,01/03/18,Trash - Curbside/Alley Missed Pickup,"Curb Trash/miss for pickup, Tuesday.",603 morrow rd,37209.0,RED RIVER,4201,20.0,1716759.32955843,663925.500396246,200
208,2,36545,01/03/18,Trash - Curbside/Alley Missed Pickup,Missed.,2400 booker st,37208.0,METRO,9303,21.0,1728740.43346729,666184.801781372,200
209,2,36560,01/03/18,Trash - Curbside/Alley Missed Pickup,Missed. Multiple houses on street was missed.,811 stockell st,37207.0,METRO,9207,5.0,1741400.33277892,674864.902607721,200
210,6,36642,01/03/18,Trash - Curbside/Alley Missed Pickup,Missed.,506 ewing dr,37207.0,RED RIVER,3201,2.0,1735032.63849451,691795.796672059,1000
211,5,36660,01/03/18,Trash - Curbside/Alley Missed Pickup,Trash Pickup Missed,4100 hillsboro cir,37215.0,RED RIVER,3305,25.0,1726493.43368013,644878.412794927,800
212,3,36688,01/03/18,Trash - Curbside/Alley Missed Pickup,Curb address has been missed please pick up.,468 elysian fields rd,37211.0,RED RIVER,4302,26.0,1751401.16126939,638233.518073357,400
213,2,36689,01/03/18,Trash - Curbside/Alley Missed Pickup,Missed. Entire Street,4509 beacon dr,37215.0,RED RIVER,3301,34.0,1718607.52996213,640005.695374048,200
214,2,36691,01/03/18,Trash - Curbside/Alley Missed Pickup,cust says everyone was picked up except his,2313 castleman dr,37215.0,RED RIVER,3301,34.0,1723347.53203513,644125.696913736,200
215,5,36692,01/03/18,Trash - Curbside/Alley Missed Pickup,Missed. Entire cul de sac,205 channelkirk ln,37215.0,RED RIVER,3305,25.0,1729608.44617216,648598.500755677,800
216,2,36693,01/03/18,Trash - Curbside/Alley Missed Pickup,The trash never came today. UNIT-B,1824 shackleford rd b,37215.0,RED RIVER,3303,25.0,1729651.9144615,644921.314395437,200
217,4,36699,01/03/18,Trash - Curbside/Alley Missed Pickup,Our trash was not picked up today - please have reschedule service ASAP,4029 graybar ct,37215.0,RED RIVER,3305,25.0,1729984.87099743,648823.921478932,600
218,5,36701,01/03/18,Trash - Curbside/Alley Missed Pickup,"Missed trash pickup on 1/3/18 for 1916 Castleman Drive (Driveway on Lone Oak Road) Neighborhood picked up between 5:45pm and 6:30 pm, watched 3 trucks pass in opposite direction, but never return",1916 castleman dr,37215.0,RED RIVER,3303,25.0,1729240.3333081,642924.89700521,800
219,4,36775,01/04/18,Trash - Curbside/Alley Missed Pickup,cart still out 2nd week missed,2018 fransworth dr,37205.0,RED RIVER,1304,23.0,1713649.68417772,652422.56601413,600
220,4,36803,01/04/18,Trash - Curbside/Alley Missed Pickup,missed several weeks.,1800 hayes st,37203.0,METRO,9208,21.0,1733181.88087825,663735.277712498,600
221,2,36815,01/04/18,Trash - Curbside/Alley Missed Pickup,Missed- Trash,73 thompson ln,37211.0,RED RIVER,4304,16.0,1752364.52918422,647316.665793215,200
222,2,36817,01/04/18,Trash - Curbside/Alley Missed Pickup,cust says was missed,1126 glendale ln,37204.0,RED RIVER,3302,25.0,1732893.9191002,642164.403594538,200
223,8,36863,01/04/18,Trash - Curbside/Alley Missed Pickup,missed last week also his neighbors also,2404 crestmoor rd,37215.0,RED RIVER,3305,25.0,1726566.65380862,647626.320724787,1400
224,2,36922,01/04/18,Trash - Curbside/Alley Missed Pickup,missed again,2122 utopia ave,37211.0,METRO,9406,17.0,1745148.4409847,653898.478377548,200
225,5,36932,01/04/18,Trash - Curbside/Alley Missed Pickup,CART STILL OUT 4311 LONE OAK RD,4311 lone oak rd,37215.0,RED RIVER,3305,25.0,1729196.33362548,643194.493006286,800
226,12,36937,01/04/18,Trash - Curbside/Alley Missed Pickup,missed- has not been picked up since the week before last.,15 hermitage ave,37210.0,WASTE IND,4507,19.0,1741256.44339619,664667.661668452,2200
227,2,36952,01/04/18,Trash - Curbside/Alley Missed Pickup,cust says everyone's cart was emptied except for hers,3011 harlin dr,37211.0,METRO,9408,16.0,1747169.93461353,646323.296667037,200
228,3,36995,01/04/18,Trash - Curbside/Alley Missed Pickup,cust says missed pickup,2405 crestmoor rd,37215.0,RED RIVER,3305,25.0,1726671.25473333,647771.062640516,400
229,3,37008,01/04/18,Trash - Curbside/Alley Missed Pickup,Trash was not collected yesterday for our subdivision. 4015 Graybar Ct 37215,4015 graybar ct,37215.0,RED RIVER,3305,25.0,1730009.36809,648500.539181657,400
230,3,37012,01/04/18,Trash - Curbside/Alley Missed Pickup,cust says the street was missed,1314 barnes rd,37013.0,RED RIVER,4403,31.0,1758686.73667898,619501.691256013,400
231,2,37026,01/04/18,Trash - Curbside/Alley Missed Pickup,trash was not picked up today.,13 mary anton ct,37211.0,RED RIVER,3405,30.0,1764183.89894089,631375.843282698,200
232,2,37033,01/04/18,Trash - Curbside/Alley Missed Pickup,cart was out but the trash was not picked up on the scheduled day,4014 graybar ct,37215.0,RED RIVER,3305,25.0,1730172.78232834,648615.685108177,200
233,2,37041,01/05/18,Trash - Curbside/Alley Missed Pickup,other trash bins in the alley were emptied but mine was not.,2010 beech ave,37204.0,METRO,9401,17.0,1738010.73274821,656170.499100186,200
234,2,37042,01/05/18,Trash - Curbside/Alley Missed Pickup,missed left side of street,333 cedarview dr,37211.0,RED RIVER,4403,31.0,1759633.21882249,622632.214700875,200
235,8,37197,01/05/18,Trash - Curbside/Alley Missed Pickup,cart still out,123 37th ave n,37209.0,WASTE IND,2308,24.0,1723660.80712458,659454.231589051,1400
236,2,37205,01/05/18,Trash - Curbside/Alley Missed Pickup,MISSED PICK UP-Caller states this is an office building with 3 trash carts- caller states some items in cart are lose but that is the way the trash is normally picked up.,3803 hydes ferry rd,37218.0,RED RIVER,4202,2.0,1719765.29772411,679282.176984047,200
237,2,37283,01/05/18,Trash - Curbside/Alley Missed Pickup,Missed. All of Downwind was missed.,2936 nautilus dr,37217.0,RED RIVER,3501,29.0,1788405.14213252,637318.495492301,200
238,12,37299,01/06/18,Trash - Curbside/Alley Missed Pickup,Trash not picked up three weeks in a row,15 hermitage ave,37210.0,WASTE IND,4507,19.0,1741256.44339619,664667.661668452,2200
239,3,37337,01/08/18,Trash - Curbside/Alley Missed Pickup,cart still out,2937 fernbrook ln,37214.0,RED RIVER,1502,15.0,1770165.48503458,674538.286766449,400
240,2,37340,01/08/18,Trash - Curbside/Alley Missed Pickup,Trash- Missed,912 mcclurkan ave,37206.0,METRO,9503,5.0,1747330.65526411,678831.661150661,200
241,2,37343,01/08/18,Trash - Curbside/Alley Missed Pickup,Trash- Missed,912 mcclurkan ave,37206.0,METRO,9503,5.0,1747330.65526411,678831.661150661,200
242,3,37345,01/08/18,Trash - Curbside/Alley Missed Pickup,Missed- Trash entire street,1305 southside cir,37212.0,METRO,9407,19.0,1735915.60950189,661150.259830147,400
243,3,37451,01/08/18,Trash - Curbside/Alley Missed Pickup,cart still out driver passed 3 times and still didn't get,2761 watersview dr,37217.0,RED RIVER,2505,29.0,1783479.03183779,638666.465592345,400
244,2,37458,01/08/18,Trash - Curbside/Alley Missed Pickup,missed pick up,212 craigmeade dr,37214.0,RED RIVER,1503,15.0,1764104.3388927,667805.702191973,200
245,3,37460,01/08/18,Trash - Curbside/Alley Missed Pickup,all carts full on alley,117 union st,37201.0,N/A,N/A,19.0,1738996.32108285,667984.252184847,400
246,2,37524,01/08/18,Trash - Curbside/Alley Missed Pickup,missed,2777 pennington bend rd,37214.0,RED RIVER,1501,15.0,1765374.31044813,686440.497680761,200
247,2,37814,01/09/18,Trash - Curbside/Alley Missed Pickup,"Was told to ask for new Trash/Cart damage on body and also lid, water and animal get inside cart. Replace with new trash/cart.",603 morrow rd,37209.0,RED RIVER,4201,20.0,1716759.32955843,663925.500396246,200
248,2,37883,01/10/18,Trash - Curbside/Alley Missed Pickup,Trash-Missed,2506 mcginnis dr,37216.0,RED RIVER,1204,7.0,1761587.54596845,680405.97340145,200
249,4,37884,01/10/18,Trash - Curbside/Alley Missed Pickup,cart still out 2nd week missed {everything in bags} curb and everyone else already been emptied. He is riding around looking for truck. Wants cart emptied overflowing from being missed 2 weeks.  Wednesday.,2018 fransworth dr,37205.0,RED RIVER,1304,23.0,1713649.28064497,652421.997618784,600
